number_game;date;l_1;l_2;r_1;r_2;all_tickets;combination;totat_winnings_rub;super_prize_rub
224339;2023-05-24T07:42;2;5;16;12;248;263;2250;186555
224340;2023-05-24T07:57;15;8;2;25;252;287;2730;188250
224341;2023-05-24T08:12;24;11;19;4;258;275;3090;189825
224342;2023-05-24T08:27;14;2;19;18;252;279;2610;190860
224343;2023-05-24T08:42;15;19;6;8;235;288;4440;192435
224344;2023-05-24T08:57;15;4;5;17;227;248;2850;192315
224345;2023-05-24T09:12;10;5;20;11;273;304;2700;193185
224346;2023-05-24T09:27;12;2;13;11;315;362;3330;195045
224347;2023-05-24T09:42;13;17;12;13;313;335;3480;197145
224348;2023-05-24T09:57;8;20;25;26;278;362;2550;198690
224349;2023-05-24T10:12;2;3;5;18;326;466;5370;201570
224350;2023-05-24T10:27;13;9;2;8;304;347;5940;203190
224351;2023-05-24T10:42;1;9;5;9;308;361;2910;202455
224352;2023-05-24T10:57;5;9;11;4;354;406;3870;204960
224353;2023-05-24T11:12;23;4;19;18;378;458;4530;207180
224354;2023-05-24T11:27;19;7;12;8;403;503;4560;209520
224355;2023-05-24T11:42;25;21;13;7;414;507;3690;212505
224356;2023-05-24T11:57;7;11;26;8;335;543;5700;216420
224357;2023-05-24T12:12;13;1;10;26;397;470;7650;218865
224358;2023-05-24T12:27;18;9;6;21;441;503;4830;218265
224359;2023-05-24T12:42;24;22;10;18;356;482;4500;220980
224360;2023-05-24T12:57;26;23;20;16;342;447;3540;223710
224361;2023-05-24T13:12;4;19;2;23;368;426;3450;226875
224362;2023-05-24T13:27;18;11;13;21;422;489;4560;229815
224363;2023-05-24T13:42;18;22;22;20;396;464;7560;232590
224364;2023-05-24T13:57;20;14;8;18;435;501;6030;231990
224365;2023-05-24T14:12;20;19;20;3;421;465;4980;233475
224366;2023-05-24T14:27;24;15;5;8;482;547;5130;235470
224367;2023-05-24T14:42;5;13;9;22;488;650;6840;238545
224368;2023-05-24T14:57;17;3;5;12;469;591;5670;241455
224369;2023-05-24T15:12;6;18;2;22;453;523;5070;244650
224370;2023-05-24T15:27;18;21;20;7;399;444;4020;247425
224371;2023-05-24T15:42;20;6;11;22;438;479;5160;250065
224372;2023-05-24T15:57;25;14;19;14;501;627;7050;252090
224373;2023-05-24T16:12;14;17;11;16;431;473;4470;254445
224374;2023-05-24T16:27;3;22;7;20;433;486;6180;257070
224375;2023-05-24T16:42;20;13;14;7;453;528;6390;258180
224376;2023-05-24T16:57;3;23;17;15;489;624;8640;259710
224377;2023-05-24T17:12;20;10;14;12;494;619;6180;260430
224378;2023-05-24T17:27;7;16;10;12;473;547;15120;263535
224379;2023-05-24T17:42;21;24;26;18;501;614;5550;256620
224380;2023-05-24T17:57;16;4;10;4;442;566;6120;260280
224381;2023-05-24T18:12;2;13;25;9;432;538;5700;262650
224382;2023-05-24T18:27;19;20;9;6;485;635;5670;265020
224383;2023-05-24T18:42;26;13;17;15;462;551;6240;268875
224384;2023-05-24T18:57;13;9;6;9;565;666;8130;270900
224385;2023-05-24T19:12;6;4;2;10;545;589;5490;272760
224386;2023-05-24T19:27;26;1;20;14;499;536;6120;276105
224387;2023-05-24T19:42;10;1;13;21;472;572;5460;278025
224388;2023-05-24T19:57;14;25;24;20;508;542;4830;281145
224389;2023-05-24T20:12;20;16;26;21;472;606;4410;284445
224390;2023-05-24T20:27;14;20;4;12;577;656;5550;289125
224391;2023-05-24T20:42;12;4;5;20;499;601;6810;293415
224392;2023-05-24T20:57;18;17;17;21;497;643;6930;295620
224393;2023-05-24T21:12;15;1;22;5;458;578;5850;298335
224394;2023-05-24T21:27;2;19;14;7;359;441;4680;301155
224395;2023-05-24T21:42;24;10;24;18;388;446;5910;303090
224396;2023-05-24T21:57;11;19;18;13;441;486;4530;303870
224397;2023-05-24T22:12;11;10;16;26;392;489;5610;306630
224398;2023-05-24T22:27;6;17;13;9;759;925;7350;308355
224399;2023-05-24T22:42;1;20;5;17;472;537;4140;314880
224400;2023-05-24T22:57;14;24;6;25;498;584;7710;318795
224401;2023-05-24T23:12;2;19;10;6;492;544;4650;319845
224402;2023-05-24T23:27;24;7;26;7;453;581;6210;323355
224403;2023-05-24T23:42;22;23;23;7;381;467;5400;325860
224404;2023-05-24T23:57;1;15;1;21;328;367;2790;327465
224405;2023-05-25T00:12;2;18;16;2;330;490;6690;330180
224406;2023-05-25T00:27;7;6;10;2;308;753;8310;330840
224407;2023-05-25T00:42;16;26;15;16;295;467;3960;333825
224408;2023-05-25T00:57;12;5;9;4;272;295;2670;336870
224409;2023-05-25T01:12;25;1;6;19;258;864;9150;338625
224410;2023-05-25T01:27;12;1;11;19;190;225;1860;342435
224411;2023-05-25T01:42;19;11;19;26;182;203;2130;343950
224412;2023-05-25T01:57;17;11;5;26;141;171;2190;344865
224413;2023-05-25T02:12;1;7;16;19;172;200;2130;345240
224414;2023-05-25T02:27;20;24;26;20;148;151;1470;346110
224415;2023-05-25T02:42;12;14;22;21;158;254;2160;346905
224416;2023-05-25T02:57;18;24;12;22;151;158;1380;348555
224417;2023-05-25T03:12;16;6;14;19;145;163;1260;349545
224418;2023-05-25T03:27;21;9;22;17;142;192;2160;350730
224419;2023-05-25T03:42;20;13;23;21;140;311;3210;351450
224420;2023-05-25T03:57;23;7;25;3;140;199;2700;352905
224421;2023-05-25T04:12;12;15;8;14;173;259;2310;353190
224422;2023-05-25T04:27;25;7;4;23;270;283;2640;354765
224423;2023-05-25T04:42;25;11;3;2;203;210;2010;356370
224424;2023-05-25T04:57;2;9;19;13;184;193;1560;357510
224425;2023-05-25T05:12;7;12;6;7;157;166;1500;358845
224426;2023-05-25T05:27;19;17;25;19;211;244;2190;359835
224427;2023-05-25T05:42;6;19;3;19;292;321;3180;361305
224428;2023-05-25T05:57;24;13;10;15;236;244;3810;362940
224429;2023-05-25T06:12;15;11;12;13;285;487;7020;362790
224430;2023-05-25T06:27;23;18;5;16;341;833;8850;363075
224431;2023-05-25T06:42;5;25;10;2;316;629;6630;366720
224432;2023-05-25T06:57;2;4;26;21;447;605;7260;369525
224433;2023-05-25T07:12;2;22;14;7;375;425;5310;371340
224434;2023-05-25T07:27;11;19;12;3;437;611;9180;372405
224435;2023-05-25T07:42;20;3;25;11;389;447;3840;372390
224436;2023-05-25T07:57;21;7;16;18;482;504;5490;375255
224437;2023-05-25T08:12;1;13;17;19;426;487;5460;377325
224438;2023-05-25T08:27;14;22;12;5;584;779;7710;379170
224439;2023-05-25T08:42;12;5;14;12;552;631;7500;383145
224440;2023-05-25T08:57;1;25;4;10;636;729;7590;385110
224441;2023-05-25T09:12;15;14;3;15;488;589;4980;388455
224442;2023-05-25T09:27;16;7;10;19;675;728;8190;392310
224443;2023-05-25T09:42;10;4;25;8;616;757;7320;395040
224444;2023-05-25T09:57;13;11;23;9;576;954;15180;399075
224445;2023-05-25T10:12;25;2;8;22;524;762;5970;398205
224446;2023-05-25T10:27;23;1;15;7;923;1105;11400;403665
224447;2023-05-25T10:42;1;2;2;17;811;1004;10590;408840
224448;2023-05-25T10:57;16;22;1;22;774;1169;10620;413310
224449;2023-05-25T11:12;11;22;16;9;692;910;9450;420225
224450;2023-05-25T11:27;2;25;23;15;841;1177;12300;424425
224451;2023-05-25T11:42;7;1;11;9;725;897;9030;429780
224452;2023-05-25T11:57;26;13;7;5;670;798;9210;434205
224453;2023-05-25T12:12;12;8;25;11;759;926;10530;436965
224454;2023-05-25T12:27;22;21;6;25;698;834;7800;440325
224455;2023-05-25T12:42;10;12;1;22;552;935;7560;445035
224456;2023-05-25T12:57;19;2;12;16;862;1295;12960;451500
224457;2023-05-25T13:12;7;12;5;13;764;972;9600;457965
224458;2023-05-25T13:27;13;21;10;9;925;1226;14700;462945
224459;2023-05-25T13:42;15;5;24;13;938;1189;12060;466635
224460;2023-05-25T13:57;12;23;1;13;914;1195;11280;472410
224461;2023-05-25T14:12;9;12;22;1;852;1034;15750;479055
224462;2023-05-25T14:27;11;14;9;13;1046;1349;16680;478815
224463;2023-05-25T14:42;26;8;12;7;941;1118;10320;482370
224464;2023-05-25T14:57;9;7;23;3;1049;1313;13200;488820
224465;2023-05-25T15:12;1;2;11;14;951;1164;11190;495315
224466;2023-05-25T15:27;21;5;6;11;973;1546;11340;501585
224467;2023-05-25T15:42;6;12;13;8;953;1137;15030;513435
224468;2023-05-25T15:57;25;1;25;24;1044;1542;12300;515460
224469;2023-05-25T16:12;24;15;26;19;896;1158;11730;526290
224470;2023-05-25T16:27;7;5;4;26;963;1377;23190;531930
224471;2023-05-25T16:42;6;11;6;17;943;1295;12870;529395
224472;2023-05-25T16:57;11;3;5;14;947;1505;558525;543945
224473;2023-05-25T17:12;2;17;19;11;523;724;6780;100000
224474;2023-05-25T17:27;25;12;23;6;441;670;6750;100000
224475;2023-05-25T17:42;23;5;8;13;405;587;6660;100000
224476;2023-05-25T17:57;1;21;2;9;331;458;4320;100000
224477;2023-05-25T18:12;12;11;13;12;281;382;6120;100000
224478;2023-05-25T18:27;22;7;7;16;293;356;3690;100000
224479;2023-05-25T18:42;2;4;3;16;272;337;2640;100000
224480;2023-05-25T18:57;3;18;5;17;316;383;3330;100000
224481;2023-05-25T19:12;2;9;9;12;262;309;3180;100000
224482;2023-05-25T19:27;21;20;14;1;263;282;3570;100000
224483;2023-05-25T19:42;17;7;14;23;294;321;4530;100000
224484;2023-05-25T19:57;24;16;20;7;344;409;6330;100000
224485;2023-05-25T20:12;5;14;8;17;280;346;2880;100000
224486;2023-05-25T20:27;3;5;20;17;218;382;6780;100000
224487;2023-05-25T20:42;5;9;21;22;238;271;2580;100000
224488;2023-05-25T20:57;17;1;2;16;252;485;3900;100000
224489;2023-05-25T21:12;16;9;22;20;271;535;2940;100000
224490;2023-05-25T21:27;22;6;7;16;234;363;4410;100000
224491;2023-05-25T21:42;16;26;19;22;247;273;2430;100000
224492;2023-05-25T21:57;21;3;18;7;205;275;3030;100000
224493;2023-05-25T22:12;12;17;14;11;211;230;3930;100000
224494;2023-05-25T22:27;8;4;26;9;222;300;2910;100000
224495;2023-05-25T22:42;23;21;18;3;270;342;3210;100000
224496;2023-05-25T22:57;22;3;20;24;236;268;2370;100000
224497;2023-05-25T23:12;8;17;25;17;241;315;2580;100000
224498;2023-05-25T23:27;7;24;26;21;233;271;3960;100000
224499;2023-05-25T23:42;18;19;24;13;191;238;2610;100000
224500;2023-05-25T23:57;8;18;16;17;201;347;2340;100000
224501;2023-05-26T00:12;2;22;22;6;159;189;2100;100000
224502;2023-05-26T00:27;10;25;7;25;178;189;1530;100000
224503;2023-05-26T00:42;22;26;13;1;157;174;1350;100000
224504;2023-05-26T00:57;11;15;9;1;238;240;2160;100000
224505;2023-05-26T01:12;3;15;7;8;114;121;870;100000
224506;2023-05-26T01:27;26;11;2;1;120;150;990;100000
224507;2023-05-26T01:42;20;21;18;5;93;98;900;100000
224508;2023-05-26T01:57;10;15;20;25;90;101;870;100000
224509;2023-05-26T02:12;5;6;9;13;88;96;960;100000
224510;2023-05-26T02:27;14;16;4;12;88;92;2160;100000
224511;2023-05-26T02:42;3;25;19;21;79;93;810;100000
224512;2023-05-26T02:57;12;14;4;20;101;112;1230;100000
224513;2023-05-26T03:12;24;5;3;25;81;86;660;100000
224514;2023-05-26T03:27;12;2;8;16;81;106;1050;100000
224515;2023-05-26T03:42;24;18;9;19;74;99;690;100000
224516;2023-05-26T03:57;13;9;13;7;87;111;870;100000
224517;2023-05-26T04:12;2;4;13;5;75;107;690;100000
224518;2023-05-26T04:27;10;8;14;25;81;83;780;100000
224519;2023-05-26T04:42;6;17;8;24;67;67;570;100000
224520;2023-05-26T04:57;23;9;21;7;92;96;900;100000
224521;2023-05-26T05:12;11;6;7;6;115;127;1230;100000
224522;2023-05-26T05:27;26;20;10;14;137;190;1140;100000
224523;2023-05-26T05:42;16;3;3;16;108;122;1170;100000
224524;2023-05-26T05:57;6;13;25;21;136;146;1920;100000
224525;2023-05-26T06:12;6;12;9;17;131;142;2790;100000
224526;2023-05-26T06:27;12;8;4;16;163;167;1440;100000
224527;2023-05-26T06:42;17;6;1;7;160;163;1320;100000
224528;2023-05-26T06:57;25;17;16;24;176;202;1350;100000
224529;2023-05-26T07:12;1;26;24;16;194;204;1740;100000
224530;2023-05-26T07:27;3;24;25;10;177;300;4020;100000
224531;2023-05-26T07:42;11;3;12;23;134;147;1530;100000
224532;2023-05-26T07:57;15;1;6;19;186;209;4440;100000
224533;2023-05-26T08:12;2;11;16;22;203;217;3660;100000
224534;2023-05-26T08:27;2;6;7;25;176;287;2610;100000
224535;2023-05-26T08:42;20;23;13;14;218;255;2610;100000
224536;2023-05-26T08:57;19;24;5;10;230;288;4020;100000
224537;2023-05-26T09:12;22;6;21;26;211;251;2310;100000
224538;2023-05-26T09:27;7;10;11;22;217;257;2550;100000
224539;2023-05-26T09:42;6;4;22;17;230;260;2430;100000
224540;2023-05-26T09:57;8;26;14;17;225;274;2940;100000
224541;2023-05-26T10:12;7;10;25;1;228;254;2040;100000
224542;2023-05-26T10:27;16;22;10;9;267;323;2220;100000
224543;2023-05-26T10:42;22;24;24;17;303;345;2400;100000
224544;2023-05-26T10:57;3;18;15;4;264;396;3810;100000
224545;2023-05-26T11:12;8;25;13;12;300;383;4260;100000
224546;2023-05-26T11:27;4;24;5;13;341;420;5910;100000
224547;2023-05-26T11:42;2;20;21;16;317;360;2580;100000
224548;2023-05-26T11:57;4;1;8;16;277;319;2910;100000
224549;2023-05-26T12:12;6;7;23;20;324;375;3210;100000
224550;2023-05-26T12:27;19;12;4;3;276;309;5760;100000
224551;2023-05-26T12:42;7;21;19;17;273;297;4530;100000
224552;2023-05-26T12:57;21;24;14;16;306;366;3900;100000
224553;2023-05-26T13:12;10;12;13;17;320;481;4170;100000
224554;2023-05-26T13:27;22;8;22;21;276;352;3720;100000
224555;2023-05-26T13:42;15;9;11;26;266;315;4530;100000
224556;2023-05-26T13:57;11;19;14;4;274;340;2820;100000
224557;2023-05-26T14:12;20;26;4;19;299;344;2790;101790
224558;2023-05-26T14:27;10;18;26;22;275;373;4800;104160
224559;2023-05-26T14:42;23;22;8;13;315;403;4140;104955
224560;2023-05-26T14:57;14;23;4;23;353;492;4800;106860
224561;2023-05-26T15:12;1;8;4;10;314;391;3300;109440
224562;2023-05-26T15:27;12;13;5;12;302;319;4440;112005
224563;2023-05-26T15:42;4;18;15;9;330;380;2910;112350
224564;2023-05-26T15:57;3;21;10;25;333;392;2760;115140
224565;2023-05-26T16:12;2;16;18;20;392;432;3600;118260
224566;2023-05-26T16:27;17;18;24;3;353;366;3900;121140
224567;2023-05-26T16:42;6;21;20;5;390;413;3810;122730
224568;2023-05-26T16:57;16;4;5;19;414;448;4230;125115
224569;2023-05-26T17:12;18;15;19;9;339;392;3480;127605
224570;2023-05-26T17:27;20;15;25;26;333;362;3090;130005
224571;2023-05-26T17:42;24;21;12;24;462;509;5610;132345
224572;2023-05-26T17:57;23;12;1;8;359;381;3360;134370
224573;2023-05-26T18:12;4;21;23;5;319;337;3000;136725
224574;2023-05-26T18:27;26;15;7;3;368;418;3900;138780
224575;2023-05-26T18:42;16;5;5;18;322;385;146925;142545
224576;2023-05-26T18:57;10;16;6;21;316;471;5670;100000
224577;2023-05-26T19:12;8;14;21;26;258;304;2640;100000
224578;2023-05-26T19:27;24;26;13;14;268;334;2730;100000
224579;2023-05-26T19:42;19;3;9;15;251;285;6180;100000
224580;2023-05-26T19:57;6;13;2;13;289;332;2850;100000
224581;2023-05-26T20:12;19;5;25;14;249;299;2670;100000
224582;2023-05-26T20:27;19;11;21;5;350;399;4470;100000
224583;2023-05-26T20:42;15;26;21;8;257;334;3090;100000
224584;2023-05-26T20:57;19;20;1;7;275;318;2520;100000
224585;2023-05-26T21:12;16;24;10;4;233;263;1980;100000
224586;2023-05-26T21:27;4;17;15;10;235;332;4080;100000
224587;2023-05-26T21:42;18;9;3;21;247;267;2790;100000
224588;2023-05-26T21:57;6;7;3;17;259;296;7500;100000
224589;2023-05-26T22:12;2;18;3;20;241;341;5100;100000
224590;2023-05-26T22:27;14;8;18;11;224;242;2790;100000
224591;2023-05-26T22:42;18;11;4;19;312;340;3900;100000
224592;2023-05-26T22:57;22;21;12;19;228;277;3480;100000
224593;2023-05-26T23:12;20;4;9;15;210;440;4200;100000
224594;2023-05-26T23:27;25;13;24;9;216;227;1800;100000
224595;2023-05-26T23:42;23;5;18;25;204;247;1950;100000
224596;2023-05-26T23:57;5;8;15;17;184;295;3570;100000
224597;2023-05-27T00:12;22;10;3;1;182;204;1860;100000
224598;2023-05-27T00:27;3;17;16;10;164;227;1860;100000
224599;2023-05-27T00:42;26;10;22;9;158;187;1230;100000
224600;2023-05-27T00:57;7;10;6;23;150;175;1290;100000
224601;2023-05-27T01:12;3;13;10;1;120;202;3240;100000
224602;2023-05-27T01:27;18;5;24;25;142;167;2970;100000
224603;2023-05-27T01:42;3;8;5;8;112;132;990;100000
224604;2023-05-27T01:57;21;8;2;8;86;88;780;100000
224605;2023-05-27T02:12;11;22;3;5;133;135;1320;100000
224606;2023-05-27T02:27;3;1;23;11;111;128;1230;100000
224607;2023-05-27T02:42;15;3;25;19;94;98;960;100000
224608;2023-05-27T02:57;25;11;26;3;81;85;630;100000
224609;2023-05-27T03:12;26;6;4;22;83;91;810;100000
224610;2023-05-27T03:27;23;22;17;18;73;73;630;100000
224611;2023-05-27T03:42;11;5;24;18;71;73;2130;100000
224612;2023-05-27T03:57;9;20;15;19;85;95;900;100000
224613;2023-05-27T04:12;3;6;6;15;70;91;840;100000
224614;2023-05-27T04:27;3;15;10;5;110;124;1680;100000
224615;2023-05-27T04:42;5;12;24;17;122;141;1170;100000
224616;2023-05-27T04:57;12;19;10;15;140;162;1680;100000
224617;2023-05-27T05:12;6;14;16;14;110;128;870;100000
224618;2023-05-27T05:27;25;16;6;8;91;101;870;100000
224619;2023-05-27T05:42;19;15;18;4;114;126;1590;100000
224620;2023-05-27T05:57;7;2;4;17;102;107;1020;100000
224621;2023-05-27T06:12;3;5;12;21;119;129;4200;100000
224622;2023-05-27T06:27;18;6;7;5;160;177;3510;100000
224623;2023-05-27T06:42;3;20;24;8;171;197;1650;100000
224624;2023-05-27T06:57;11;19;15;4;172;188;2220;100000
224625;2023-05-27T07:12;25;13;26;15;177;224;2220;100000
224626;2023-05-27T07:27;15;23;25;18;160;201;2190;100000
224627;2023-05-27T07:42;19;12;22;6;167;194;3300;100000
224628;2023-05-27T07:57;17;6;11;5;211;233;5340;100000
224629;2023-05-27T08:12;4;15;16;25;195;217;4860;100000
224630;2023-05-27T08:27;5;26;10;20;187;258;1830;100000
224631;2023-05-27T08:42;5;6;20;21;180;204;2460;100000
224632;2023-05-27T08:57;10;19;22;14;224;257;2340;100000
224633;2023-05-27T09:12;23;16;12;14;208;294;3240;100000
224634;2023-05-27T09:27;23;16;4;9;211;254;2130;100000
224635;2023-05-27T09:42;14;17;23;6;224;269;1740;100000
224636;2023-05-27T09:57;7;12;11;14;248;297;4440;100000
224637;2023-05-27T10:12;11;26;9;20;243;321;2610;100000
224638;2023-05-27T10:27;21;24;9;21;265;302;4140;100000
224639;2023-05-27T10:42;20;9;14;19;287;350;5820;100000
224640;2023-05-27T10:57;26;9;26;22;327;452;5970;100000
224641;2023-05-27T11:12;7;10;17;15;293;347;2640;100000
224642;2023-05-27T11:27;8;20;3;21;290;349;3240;100000
224643;2023-05-27T11:42;22;5;16;9;358;462;5340;100000
224644;2023-05-27T11:57;15;3;18;20;271;335;4530;100000
224645;2023-05-27T12:12;26;20;3;6;267;357;4290;100000
224646;2023-05-27T12:27;9;15;23;26;293;318;5550;100000
224647;2023-05-27T12:42;11;7;2;7;230;302;6270;100000
224648;2023-05-27T12:57;7;9;21;18;286;329;4650;100000
224649;2023-05-27T13:12;25;21;5;3;338;591;16320;100000
224650;2023-05-27T13:27;2;22;11;9;344;409;3510;100000
224651;2023-05-27T13:42;1;21;21;19;309;489;16710;100000
224652;2023-05-27T13:57;17;18;3;10;290;410;3660;100000
224653;2023-05-27T14:12;18;16;19;12;268;315;6210;100000
224654;2023-05-27T14:27;13;19;6;7;316;763;15840;100000
224655;2023-05-27T14:42;2;13;12;18;281;400;4260;100000
224656;2023-05-27T14:57;7;16;20;13;324;388;4620;100000
224657;2023-05-27T15:12;15;4;14;4;296;492;2520;100000
224658;2023-05-27T15:27;11;1;26;16;313;424;3300;100000
224659;2023-05-27T15:42;25;21;16;21;299;362;3120;100000
224660;2023-05-27T15:57;6;14;17;11;279;317;2340;100000
224661;2023-05-27T16:12;3;2;5;22;300;358;3150;100000
224662;2023-05-27T16:27;3;10;26;18;292;332;3210;100000
224663;2023-05-27T16:42;5;6;18;12;277;327;2640;100000
224664;2023-05-27T16:57;11;17;22;14;301;342;4830;100000
224665;2023-05-27T17:12;12;4;17;5;285;316;3210;100000
224666;2023-05-27T18:57;10;1;20;18;1195;1373;14370;100000
224667;2023-05-27T19:12;26;9;5;25;323;365;2880;100000
224668;2023-05-27T19:27;2;23;23;17;343;402;3930;100000
224669;2023-05-27T19:42;3;25;22;24;331;368;3060;100000
224670;2023-05-27T19:57;6;19;17;13;306;315;4770;100000
224671;2023-05-27T20:12;6;16;22;5;252;311;4590;100000
224672;2023-05-27T20:27;7;20;10;4;318;347;3270;100000
224673;2023-05-27T20:42;10;14;6;23;239;258;2820;100000
224674;2023-05-27T20:57;12;16;25;4;228;479;5280;100000
224675;2023-05-27T21:12;23;10;10;13;218;254;1830;100000
224676;2023-05-27T21:27;24;16;2;22;205;244;1980;100000
224677;2023-05-27T21:42;19;26;17;8;259;279;2610;100000
224678;2023-05-27T21:57;1;2;1;11;199;294;3870;100000
224679;2023-05-27T22:12;3;22;16;25;194;214;1680;100000
224680;2023-05-27T22:27;8;10;9;16;239;323;3390;100000
224681;2023-05-27T22:42;16;15;3;23;172;189;1440;100000
224682;2023-05-27T22:57;3;10;8;10;190;195;1770;100000
224683;2023-05-27T23:12;11;4;8;26;176;179;1710;100000
224684;2023-05-27T23:27;18;21;6;24;193;236;1560;100000
224685;2023-05-27T23:42;12;4;20;10;163;193;1530;100000
224686;2023-05-27T23:57;2;1;24;15;122;138;990;100000
224687;2023-05-28T00:12;11;24;1;2;152;158;1230;100000
224688;2023-05-28T00:27;18;22;11;16;132;183;2910;100000
224689;2023-05-28T00:42;12;22;20;14;159;192;2280;100000
224690;2023-05-28T00:57;9;14;1;3;134;180;1260;100000
224691;2023-05-28T01:12;8;19;16;5;124;140;1560;100000
224692;2023-05-28T01:27;2;11;19;6;149;164;1530;100000
